locality,bhk,area_sqft,furnishing,floor,total_floors,building_age_yrs,tenant_preferred,gym,swimming_pool,power_backup,lift,security,parking,club_house,dist_metro_km,dist_techpark_km,monthly_rent
Bannerghatta Rd,2,888,Unfurnished,6,7,3,Any,0,1,0,0,0,0,0,3.9,4.1,20000
Koramangala,1,464,Unfurnished,9,10,10,Family,0,0,1,1,0,1,1,1.4,2.6,29500
Sarjapur Road,2,968,Semi-Furnished,4,5,15,Bachelor,0,0,1,0,0,0,0,3.7,1.4,23000
Bannerghatta Rd,2,1022,Fully Furnished,6,7,1,Family,0,0,0,0,1,0,0,4.0,4.8,18500
Jayanagar,3,1376,Unfurnished,1,3,15,Family,1,0,1,1,1,1,0,1.2,4.2,47000
Marathahalli,3,1437,Unfurnished,0,7,10,Family,0,0,1,0,1,0,1,3.6,1.0,30500
Bannerghatta Rd,2,908,Semi-Furnished,1,5,1,Family,0,0,1,1,0,0,0,4.2,4.2,19500
Koramangala,1,435,Fully Furnished,1,7,15,Family,1,0,1,1,1,1,1,1.4,3.0,35500
Sarjapur Road,2,871,Semi-Furnished,1,7,15,Family,1,1,1,1,0,0,0,4.1,0.6,25500
HSR Layout,1,405,Fully Furnished,3,7,6,Family,1,0,0,0,0,0,0,2.7,1.6,26500
Bannerghatta Rd,2,967,Fully Furnished,4,10,3,Any,0,1,1,0,0,0,0,4.3,3.7,22000
Begur,3,1494,Fully Furnished,4,5,6,Family,0,0,0,1,0,0,0,4.7,3.8,23000
Bannerghatta Rd,2,934,Semi-Furnished,7,15,10,Any,0,0,1,0,0,0,0,3.9,5.2,13000
Yelahanka,3,1538,Semi-Furnished,2,10,10,Family,1,0,0,1,0,0,0,3.7,7.7,27000
Hennur,2,1191,Unfurnished,4,10,10,Any,0,0,0,0,1,0,1,4.4,6.4,15500
Electronic City,1,362,Fully Furnished,1,10,6,Any,0,0,0,0,0,0,0,5.4,1.0,11000
BTM Layout,2,1199,Semi-Furnished,1,5,3,Any,1,1,1,0,1,1,1,1.9,2.6,33000
Electronic City,2,1131,Unfurnished,10,10,10,Any,1,1,0,0,0,0,0,5.8,0.4,17500
Koramangala,2,903,Semi-Furnished,10,10,6,Family,0,0,0,1,0,1,0,1.1,2.7,47500
Whitefield,2,895,Unfurnished,5,5,15,Any,0,0,1,1,1,0,0,4.2,0.5,21500
HSR Layout,1,489,Semi-Furnished,5,5,10,Any,1,0,1,1,1,0,0,2.5,2.0,18500
Indiranagar,3,1426,Semi-Furnished,0,3,10,Any,1,0,1,1,1,0,0,0.9,3.3,79500
Indiranagar,1,667,Semi-Furnished,6,10,10,Any,1,0,1,0,1,1,1,0.9,3.0,28500
Sarjapur Road,3,977,Fully Furnished,6,10,1,Family,0,0,1,0,1,0,0,4.0,1.6,46500
BTM Layout,3,1345,Unfurnished,14,15,6,Any,1,1,0,1,1,0,1,2.1,2.4,41500
Bellandur,3,1209,Semi-Furnished,0,5,3,Family,1,0,0,1,1,0,0,3.9,0.8,39000
Koramangala,2,795,Semi-Furnished,11,20,6,Bachelor,0,1,1,1,1,1,0,1.1,2.1,58000
BTM Layout,2,902,Semi-Furnished,14,15,6,Family,1,0,0,0,1,1,0,1.8,1.7,27000
Marathahalli,3,1337,Fully Furnished,9,10,10,Any,0,1,1,1,0,1,1,3.0,1.3,30500
Mahadevapura,2,835,Semi-Furnished,6,7,10,Family,1,1,1,0,0,0,0,3.3,2.1,23000
BTM Layout,2,1174,Semi-Furnished,10,10,6,Family,0,1,0,1,0,0,1,2.5,2.6,22000
Whitefield,2,962,Unfurnished,10,20,15,Bachelor,1,0,1,1,0,0,0,4.6,0.4,22000
Hennur,2,1161,Fully Furnished,3,5,6,Any,0,0,0,0,1,1,0,4.6,7.3,20000
Whitefield,2,1071,Semi-Furnished,0,3,6,Bachelor,0,0,1,0,1,1,0,4.5,0.7,26000
HSR Layout,2,1140,Fully Furnished,8,15,1,Family,0,0,0,1,1,0,0,2.2,2.4,46000
Koramangala,2,878,Unfurnished,2,5,6,Family,0,0,1,1,1,1,1,0.8,2.9,38500
Hennur,3,1438,Unfurnished,4,7,20,Any,0,0,0,0,0,0,0,4.3,6.8,20000
Koramangala,1,484,Semi-Furnished,2,20,3,Any,0,1,0,1,1,1,0,1.2,2.3,30500
Hennur,3,1363,Fully Furnished,3,5,20,Any,0,0,0,0,1,1,0,4.8,6.8,24000
Marathahalli,2,1142,Semi-Furnished,0,10,3,Bachelor,1,0,0,1,0,1,0,3.6,0.2,27500
Bannerghatta Rd,3,1245,Fully Furnished,4,7,10,Any,0,1,0,0,0,0,1,3.8,5.0,30500
Mahadevapura,2,976,Semi-Furnished,5,5,6,Bachelor,0,0,1,1,1,1,0,2.9,1.7,23500
Attibele,3,1404,Semi-Furnished,2,5,6,Bachelor,0,1,0,0,0,1,0,8.4,3.1,23000
BTM Layout,1,633,Unfurnished,1,5,20,Bachelor,0,0,1,0,0,1,1,2.5,1.8,14000
Mahadevapura,3,1440,Fully Furnished,0,10,10,Bachelor,1,1,0,0,1,1,0,2.6,2.0,41000
JP Nagar,1,469,Unfurnished,1,5,3,Any,0,0,1,1,1,1,0,2.9,6.1,14000
Yelahanka,3,1158,Fully Furnished,3,3,20,Bachelor,0,0,1,0,1,0,0,4.4,8.2,25000
Whitefield,3,736,Fully Furnished,0,3,6,Family,0,0,1,0,1,0,0,4.3,0.2,52000
Hennur,2,1068,Fully Furnished,2,7,6,Family,0,0,0,0,1,0,0,4.5,6.9,21000
Attibele,1,525,Semi-Furnished,3,10,6,Family,0,0,1,1,0,0,0,8.0,1.7,9500
Mahadevapura,3,1182,Semi-Furnished,4,7,15,Bachelor,0,1,0,0,0,0,0,3.0,1.6,35000
JP Nagar,2,869,Fully Furnished,20,20,6,Family,0,0,0,0,1,1,0,3.1,6.4,24000
JP Nagar,3,1382,Unfurnished,2,3,3,Family,0,0,0,1,1,0,0,3.2,6.0,31500
Bellandur,1,626,Semi-Furnished,3,10,15,Any,1,0,1,1,0,0,1,4.0,0.2,17500
HSR Layout,1,487,Unfurnished,3,3,10,Any,0,1,0,0,1,1,0,2.5,1.8,15500
Indiranagar,3,1672,Semi-Furnished,0,5,3,Any,1,1,1,1,1,1,0,0.6,3.5,67000
BTM Layout,2,1161,Unfurnished,3,3,1,Bachelor,1,0,0,0,1,1,0,2.4,2.6,25500
HSR Layout,3,1136,Unfurnished,7,10,10,Any,0,0,0,1,1,1,0,2.1,1.6,37500
HSR Layout,2,954,Semi-Furnished,1,5,20,Any,0,0,1,1,1,1,0,2.8,1.1,26000
HSR Layout,2,857,Semi-Furnished,1,7,3,Any,0,0,1,0,1,1,0,2.4,1.8,30500
Koramangala,2,1106,Semi-Furnished,5,5,3,Bachelor,1,0,1,1,1,1,0,0.7,1.7,61000
Koramangala,2,875,Unfurnished,0,5,15,Family,0,0,0,1,0,1,0,1.0,2.1,31500
Attibele,2,881,Semi-Furnished,5,10,15,Any,0,0,1,1,0,0,0,8.7,2.4,15000
JP Nagar,2,738,Unfurnished,0,10,3,Family,0,0,0,1,1,0,0,3.2,4.9,17500
JP Nagar,2,1077,Semi-Furnished,3,7,15,Family,0,0,0,0,0,1,0,3.0,6.3,23000
Sarjapur Road,2,1054,Semi-Furnished,3,3,3,Bachelor,0,0,0,0,0,0,1,4.1,0.2,29000
Vasanth Nagar,3,1406,Semi-Furnished,5,5,15,Family,1,0,0,0,1,0,1,1.0,3.8,90000
Bannerghatta Rd,1,640,Fully Furnished,2,5,10,Any,0,1,0,0,0,0,0,4.7,4.8,15500
Mahadevapura,2,840,Semi-Furnished,2,7,3,Bachelor,0,0,1,0,0,1,0,3.3,1.1,23000
Indiranagar,1,632,Fully Furnished,4,7,10,Bachelor,0,1,1,1,1,1,0,0.6,3.2,42000
JP Nagar,2,952,Semi-Furnished,10,15,3,Any,0,0,1,1,1,0,0,2.6,5.5,26000
Hennur,2,771,Semi-Furnished,12,15,10,Bachelor,0,0,1,1,0,1,0,4.8,7.3,18000
Bannerghatta Rd,1,464,Semi-Furnished,1,5,15,Family,0,0,0,0,0,1,0,3.9,4.3,10000
Banashankari,1,524,Unfurnished,9,20,10,Bachelor,1,1,0,0,1,0,0,3.4,6.0,13500
Whitefield,1,566,Semi-Furnished,6,10,15,Any,0,1,1,1,0,1,0,4.5,0.2,17000
Sadashivanagar,2,898,Semi-Furnished,12,15,15,Bachelor,1,0,0,1,1,1,0,3.5,6.1,66000
Attibele,3,1422,Semi-Furnished,3,3,15,Any,0,0,1,0,0,0,0,7.6,2.3,18000
HSR Layout,1,465,Unfurnished,1,3,1,Family,0,0,1,1,1,1,0,2.7,1.1,23500
Bannerghatta Rd,2,1021,Unfurnished,12,15,6,Family,0,0,0,0,0,1,0,4.7,5.3,16500
Whitefield,2,930,Fully Furnished,2,5,15,Family,0,0,0,0,0,0,0,4.3,0.8,35000
Whitefield,2,927,Semi-Furnished,2,3,3,Family,0,0,0,1,1,1,0,4.6,0.6,33000
Marathahalli,3,1336,Unfurnished,3,10,6,Any,1,0,0,1,1,0,0,3.3,0.2,35500
HSR Layout,2,1032,Semi-Furnished,0,10,20,Any,0,1,0,0,1,1,0,2.5,2.1,28500
Jayanagar,2,948,Semi-Furnished,4,5,6,Family,1,0,1,0,1,1,1,1.7,4.6,40000
Vasanth Nagar,1,451,Fully Furnished,4,7,3,Bachelor,1,0,1,1,1,1,0,1.2,3.8,41000
Jayanagar,1,550,Unfurnished,5,7,15,Any,0,0,0,1,1,1,0,1.6,4.5,20000
Mahadevapura,2,852,Unfurnished,0,15,3,Family,1,0,1,1,0,1,1,2.5,1.9,20000
BTM Layout,1,511,Fully Furnished,1,7,10,Family,1,0,1,0,1,0,0,2.7,2.8,22000
Koramangala,2,886,Unfurnished,5,5,6,Any,1,0,1,1,1,0,0,0.7,2.5,39000
Begur,2,826,Unfurnished,6,7,10,Bachelor,1,0,1,0,0,1,0,4.9,2.6,11500
Hennur,2,1069,Fully Furnished,2,3,6,Any,0,0,0,0,0,1,0,4.5,7.1,17500
Bannerghatta Rd,1,525,Semi-Furnished,3,3,3,Family,0,0,1,0,0,1,0,4.0,4.4,14500
Attibele,2,916,Unfurnished,10,10,6,Any,0,1,0,0,0,0,0,7.7,2.2,12000
Jayanagar,2,1012,Unfurnished,3,7,6,Family,0,1,0,1,1,1,0,1.3,4.8,32000
JP Nagar,3,1336,Unfurnished,4,7,1,Family,1,0,0,0,1,0,0,3.0,5.9,28500
Bellandur,1,479,Unfurnished,5,5,15,Bachelor,0,1,0,1,0,1,0,3.7,0.7,17000
Sarjapur Road,3,1509,Fully Furnished,1,5,3,Family,0,1,0,0,0,1,0,4.0,0.7,59500
Sadashivanagar,2,713,Semi-Furnished,9,15,6,Family,1,0,1,1,0,1,1,3.2,6.3,67500
Electronic City,2,861,Fully Furnished,6,7,10,Family,0,1,1,0,0,0,0,5.5,0.2,22000
Vasanth Nagar,2,1021,Fully Furnished,5,15,20,Family,0,0,1,1,1,1,1,1.4,3.4,57500
Vasanth Nagar,1,510,Semi-Furnished,3,10,3,Any,0,1,1,0,1,1,1,1.4,4.3,41000
Marathahalli,1,602,Unfurnished,9,10,20,Bachelor,0,0,0,1,0,0,0,3.8,1.6,13000
Whitefield,2,1077,Semi-Furnished,6,7,3,Family,0,0,1,1,0,1,0,4.1,1.3,23500
Whitefield,2,1002,Fully Furnished,3,5,1,Family,0,1,1,1,0,1,0,4.0,0.5,37000
Indiranagar,3,1586,Fully Furnished,6,7,1,Family,1,0,1,1,1,1,1,0.4,2.8,108000
Hennur,2,965,Unfurnished,14,20,20,Bachelor,0,0,0,1,0,1,0,4.3,6.6,14500
HSR Layout,1,509,Semi-Furnished,0,7,1,Family,1,1,1,1,1,0,0,2.9,2.3,22500
Indiranagar,2,758,Semi-Furnished,3,5,20,Any,1,0,1,1,1,1,0,1.0,3.3,51000
Hennur,2,947,Fully Furnished,7,10,6,Family,0,0,0,0,0,1,0,4.8,6.9,22500
Begur,2,1008,Unfurnished,1,7,3,Family,1,0,0,1,0,1,0,4.7,2.8,14500
Hennur,2,1141,Semi-Furnished,4,7,10,Any,0,0,0,0,1,1,0,4.2,6.1,20000
Electronic City,3,1257,Fully Furnished,11,15,1,Any,1,0,1,1,1,1,0,5.6,0.5,31500
Sarjapur Road,3,1584,Semi-Furnished,3,7,3,Family,1,1,0,1,1,0,0,4.0,0.5,41500
Marathahalli,2,769,Semi-Furnished,0,5,20,Any,1,0,0,0,0,0,0,3.8,1.2,27500
Indiranagar,2,932,Unfurnished,2,3,6,Bachelor,1,1,1,0,1,1,0,0.5,3.3,49500
JP Nagar,3,1234,Unfurnished,5,5,6,Any,1,0,0,0,0,0,0,2.7,5.8,27000
BTM Layout,2,1104,Semi-Furnished,5,5,6,Bachelor,0,0,0,1,1,1,0,2.2,2.7,28000
HSR Layout,1,571,Fully Furnished,4,10,15,Any,0,0,0,1,0,0,1,2.4,1.9,25000
Bellandur,2,1154,Unfurnished,3,15,6,Any,0,0,0,1,0,1,0,4.0,1.7,24000
Yelahanka,1,445,Semi-Furnished,3,5,15,Family,1,0,0,0,1,0,0,4.5,8.6,13500
Indiranagar,2,923,Semi-Furnished,4,10,15,Bachelor,0,1,0,1,1,1,0,0.9,3.7,46500
Vasanth Nagar,2,841,Unfurnished,4,5,1,Bachelor,0,1,0,1,1,1,0,1.2,3.9,57000
Sarjapur Road,2,941,Semi-Furnished,6,10,3,Family,0,0,0,0,1,0,1,4.0,1.5,28500
Indiranagar,1,613,Fully Furnished,0,7,6,Family,1,1,0,1,1,0,1,1.1,3.7,41500
Electronic City,2,902,Fully Furnished,1,7,10,Family,0,1,0,1,0,1,0,6.1,1.5,24000
Yelahanka,2,822,Semi-Furnished,1,5,6,Bachelor,0,0,1,0,1,1,0,5.1,8.1,16000
Yelahanka,2,968,Semi-Furnished,0,7,6,Bachelor,0,0,1,0,1,0,0,4.8,7.6,16000
Whitefield,2,903,Unfurnished,3,7,10,Bachelor,0,0,0,1,1,0,1,4.6,0.2,25500
Electronic City,2,998,Fully Furnished,3,10,15,Family,0,0,0,1,0,1,0,5.6,0.3,18000
BTM Layout,1,554,Unfurnished,0,10,10,Bachelor,0,0,1,1,0,0,0,2.1,2.6,13500
Sarjapur Road,1,529,Fully Furnished,4,5,10,Any,0,0,0,1,1,0,0,3.5,1.5,20000
Marathahalli,3,1500,Unfurnished,7,7,3,Family,0,0,1,0,0,1,0,3.7,0.2,28500
HSR Layout,3,1383,Fully Furnished,0,7,10,Bachelor,0,1,0,0,0,0,0,1.8,1.8,46000
Hennur,2,987,Fully Furnished,7,7,15,Any,0,0,0,0,0,0,0,4.7,6.2,14500
Mahadevapura,1,667,Fully Furnished,0,5,3,Any,0,0,0,0,0,0,1,3.3,1.8,13500
Sarjapur Road,2,1054,Unfurnished,7,7,6,Bachelor,1,0,0,1,0,1,1,4.1,0.5,22000
Electronic City,2,893,Semi-Furnished,7,10,15,Any,0,0,0,1,1,0,0,5.7,0.8,17000
Hennur,3,1553,Semi-Furnished,1,5,6,Family,0,0,0,0,0,1,0,4.5,7.0,22000
Sarjapur Road,1,541,Fully Furnished,0,5,6,Any,0,0,0,0,0,0,0,3.7,1.3,16500
Electronic City,1,606,Unfurnished,3,10,6,Family,0,0,1,0,0,0,0,5.3,0.2,11500
Sarjapur Road,2,861,Fully Furnished,10,15,3,Family,0,0,0,1,1,0,1,3.3,1.7,35500
Sarjapur Road,2,968,Fully Furnished,14,20,10,Family,0,0,1,1,1,0,0,3.5,1.1,24000
Whitefield,2,925,Unfurnished,5,7,10,Any,0,1,0,1,1,1,0,5.0,0.2,26500
Bellandur,1,586,Fully Furnished,1,10,3,Bachelor,0,0,1,1,1,1,0,4.0,1.8,19500
Sadashivanagar,2,1269,Semi-Furnished,0,5,10,Family,0,0,1,1,1,1,1,3.4,6.3,53000
Hennur,3,1575,Semi-Furnished,12,15,10,Family,0,0,0,0,0,0,0,4.9,7.9,24000
Hennur,3,1411,Semi-Furnished,4,5,1,Any,1,0,0,0,1,0,0,4.1,6.4,21500
Koramangala,2,840,Semi-Furnished,2,3,6,Any,1,1,0,1,1,0,1,1.1,1.8,51000
Electronic City,2,964,Fully Furnished,3,7,10,Bachelor,1,0,0,0,0,0,0,5.8,0.2,16500
Indiranagar,1,384,Semi-Furnished,3,7,6,Bachelor,1,0,1,1,1,1,0,0.4,3.6,32500
BTM Layout,2,1054,Semi-Furnished,9,10,15,Bachelor,0,0,1,0,1,0,0,2.0,3.2,19000
Bellandur,2,755,Semi-Furnished,0,5,3,Family,0,0,0,0,1,1,1,4.2,0.4,27500
Sadashivanagar,2,923,Fully Furnished,1,5,10,Any,1,1,1,1,1,1,0,3.5,6.2,88500
Electronic City,2,1090,Unfurnished,0,3,6,Family,0,0,0,0,0,1,0,5.4,0.6,14000
Electronic City,1,574,Fully Furnished,1,10,3,Bachelor,0,0,0,0,0,0,0,5.3,0.2,10000
Marathahalli,1,649,Semi-Furnished,2,3,3,Family,0,0,1,1,1,0,0,3.5,0.2,14500
Koramangala,2,1014,Unfurnished,4,7,10,Bachelor,0,0,0,0,0,0,0,1.1,1.5,37000
HSR Layout,1,621,Unfurnished,7,10,10,Bachelor,1,0,1,1,1,1,0,2.0,2.2,20500
Whitefield,1,518,Semi-Furnished,1,5,6,Bachelor,0,1,1,0,0,0,0,4.2,0.2,17500
Attibele,3,1404,Fully Furnished,6,10,6,Family,0,0,0,0,1,0,1,7.9,2.9,21500
Whitefield,2,1086,Semi-Furnished,1,7,3,Bachelor,1,1,1,0,0,1,0,4.2,0.2,31000
HSR Layout,2,879,Fully Furnished,12,15,3,Family,0,1,1,1,1,0,0,2.3,1.7,47500
Whitefield,3,1377,Unfurnished,0,7,3,Family,0,0,0,1,1,1,0,4.4,0.2,29000
Marathahalli,3,1393,Semi-Furnished,2,3,3,Family,0,0,1,1,1,1,0,3.3,1.9,36500
Mahadevapura,2,1134,Fully Furnished,3,5,1,Any,0,1,0,1,0,0,1,3.3,1.9,31500
Indiranagar,3,1353,Fully Furnished,1,5,10,Bachelor,0,0,1,1,0,1,0,0.8,4.1,86000
Mahadevapura,2,1050,Unfurnished,4,7,10,Bachelor,0,0,1,1,0,1,0,3.5,0.9,15500
Marathahalli,2,1098,Semi-Furnished,0,5,3,Any,0,1,1,1,0,1,0,3.3,1.1,32500
Begur,2,988,Unfurnished,5,5,10,Any,0,1,0,1,0,1,0,4.3,3.4,15000
BTM Layout,2,763,Semi-Furnished,0,15,10,Bachelor,0,1,1,1,0,0,0,2.2,2.4,28000
Whitefield,2,1018,Fully Furnished,0,5,3,Family,0,0,1,1,0,0,0,4.1,0.2,24500
Bannerghatta Rd,2,1070,Fully Furnished,3,5,6,Family,0,0,0,0,0,1,0,4.4,4.2,18500
Indiranagar,1,594,Unfurnished,5,5,1,Bachelor,0,1,1,1,0,1,1,1.2,3.9,29000
Bannerghatta Rd,2,1016,Fully Furnished,15,20,1,Bachelor,1,0,1,0,0,1,0,4.0,4.3,19000
Sarjapur Road,1,471,Semi-Furnished,1,3,10,Any,0,0,0,1,0,0,0,4.5,1.1,14500
Koramangala,2,1086,Semi-Furnished,2,5,10,Any,1,0,1,1,1,1,0,1.6,3.6,56000
HSR Layout,2,907,Semi-Furnished,2,5,1,Family,0,0,1,1,0,0,1,2.8,1.5,28000
Sarjapur Road,2,1013,Semi-Furnished,3,3,10,Family,1,0,1,1,1,0,1,4.1,1.5,26500
Koramangala,3,1436,Semi-Furnished,5,5,6,Bachelor,0,1,1,1,1,0,0,1.3,1.8,65000
Whitefield,3,1287,Semi-Furnished,1,3,6,Family,0,0,1,0,1,1,1,4.5,0.3,48500
BTM Layout,2,996,Semi-Furnished,1,3,10,Family,0,0,0,1,0,0,0,1.8,2.9,23000
Whitefield,2,947,Unfurnished,7,15,3,Any,0,0,0,0,0,1,1,4.0,0.2,23500
Koramangala,2,975,Fully Furnished,5,10,3,Family,0,0,1,1,1,1,1,0.9,1.5,44000
Hennur,1,578,Semi-Furnished,5,5,15,Any,0,0,1,0,0,0,0,4.6,7.3,13500
Begur,1,537,Unfurnished,2,7,20,Any,0,0,1,0,0,0,0,5.4,3.5,6500
Begur,2,1034,Fully Furnished,0,5,15,Any,0,0,0,0,0,0,0,4.8,3.9,16000
Bellandur,2,945,Fully Furnished,2,5,6,Family,0,0,0,1,0,1,0,3.7,0.6,29000
Indiranagar,2,844,Fully Furnished,1,5,1,Family,1,0,1,0,0,0,0,0.5,2.8,63000
Bellandur,3,1423,Semi-Furnished,1,3,6,Bachelor,0,0,1,1,0,1,0,4.1,0.8,36000
Koramangala,1,503,Unfurnished,5,5,3,Family,0,0,1,1,1,0,0,1.2,2.5,27000
Koramangala,1,711,Semi-Furnished,7,10,6,Family,1,0,1,1,1,0,1,1.7,3.0,33000
BTM Layout,3,1172,Unfurnished,2,5,15,Family,0,0,0,0,1,0,0,2.1,2.1,24000
Yelahanka,1,455,Fully Furnished,2,7,20,Family,0,0,1,0,0,0,0,4.0,8.0,14000
Mahadevapura,2,972,Unfurnished,10,15,1,Family,0,0,0,1,0,0,0,2.9,1.0,18500
Sarjapur Road,2,1011,Unfurnished,0,5,20,Any,1,0,0,1,0,1,0,3.8,1.0,20500
Banashankari,2,1080,Semi-Furnished,1,5,1,Family,1,0,0,0,0,0,0,3.9,6.5,27500
HSR Layout,1,593,Semi-Furnished,0,5,15,Family,1,0,1,1,1,1,0,2.0,2.2,16500
Attibele,1,526,Fully Furnished,3,7,3,Bachelor,0,0,0,0,1,1,0,7.6,2.5,13000
JP Nagar,1,565,Semi-Furnished,9,15,1,Any,0,0,0,1,0,0,0,3.6,5.0,14000
Banashankari,2,1030,Unfurnished,3,5,6,Family,0,0,1,1,0,0,0,3.5,5.9,18500
Sadashivanagar,2,889,Unfurnished,7,10,6,Family,0,0,1,0,1,1,1,3.5,6.3,45500
Mahadevapura,1,646,Semi-Furnished,10,10,15,Bachelor,0,0,0,0,0,1,0,3.7,2.4,16000
Sarjapur Road,2,1030,Unfurnished,0,7,6,Any,0,1,0,1,1,0,0,3.9,2.1,28500
Vasanth Nagar,3,1352,Semi-Furnished,2,7,15,Any,1,0,0,1,0,0,0,1.2,2.9,84500
Indiranagar,1,488,Semi-Furnished,1,5,3,Bachelor,1,0,1,1,1,1,0,0.4,4.0,31500
Sarjapur Road,2,995,Fully Furnished,4,10,3,Family,1,0,1,1,1,1,1,4.2,1.0,26500
Sarjapur Road,2,1039,Fully Furnished,3,7,6,Bachelor,0,1,1,0,0,1,1,4.3,1.6,39000
HSR Layout,2,871,Fully Furnished,3,7,20,Family,1,0,1,1,1,0,0,2.5,1.7,42500
Begur,2,895,Fully Furnished,3,3,10,Any,0,0,0,0,0,0,0,4.9,4.0,15500
Sadashivanagar,2,955,Unfurnished,1,7,15,Any,1,0,0,1,0,1,0,3.4,6.1,50000
Banashankari,3,1268,Unfurnished,7,7,3,Any,0,0,1,1,0,1,0,3.2,7.1,30000
Bannerghatta Rd,3,1584,Semi-Furnished,2,15,15,Family,0,0,1,0,1,0,0,4.1,4.6,23500
JP Nagar,2,862,Fully Furnished,0,15,3,Family,1,1,1,1,0,0,0,3.4,5.4,31500
Whitefield,2,809,Fully Furnished,0,3,6,Bachelor,0,1,1,1,0,1,1,4.2,0.2,38500
JP Nagar,2,1023,Fully Furnished,2,3,10,Any,0,1,0,1,0,0,0,3.3,4.9,31500
HSR Layout,2,918,Unfurnished,0,7,15,Any,0,0,1,1,0,1,0,2.3,1.1,28500
Attibele,2,1002,Fully Furnished,7,7,3,Family,0,0,0,0,0,0,0,7.8,2.4,16500
JP Nagar,1,637,Semi-Furnished,2,15,10,Family,0,0,0,1,0,0,0,3.5,5.1,11000
Hennur,2,880,Unfurnished,15,15,15,Bachelor,1,0,0,0,0,1,1,4.8,7.7,12500
Vasanth Nagar,2,810,Semi-Furnished,0,5,6,Family,1,1,1,1,1,1,1,0.9,4.4,65000
Vasanth Nagar,2,912,Unfurnished,0,10,15,Any,1,0,1,1,1,1,0,1.2,4.1,43000
Koramangala,3,1473,Semi-Furnished,1,10,1,Bachelor,0,0,0,1,1,1,1,1.4,1.8,73500
Sarjapur Road,1,461,Semi-Furnished,6,7,15,Any,1,1,1,0,1,1,0,3.8,0.5,17500
BTM Layout,2,1077,Semi-Furnished,4,10,20,Bachelor,0,0,1,0,1,0,0,2.7,2.7,23000
Hennur,1,556,Semi-Furnished,6,15,15,Any,0,0,1,1,1,0,0,4.5,6.8,12000
Yelahanka,3,1169,Fully Furnished,5,5,1,Family,0,0,1,1,1,0,0,4.3,8.2,34500
Begur,2,940,Semi-Furnished,2,10,1,Any,0,0,1,1,1,0,0,4.9,3.7,17500
Jayanagar,2,949,Semi-Furnished,4,20,15,Family,1,1,0,0,0,0,0,1.5,5.3,37500
Hennur,2,1079,Fully Furnished,1,3,6,Bachelor,0,0,1,0,1,0,0,4.6,6.4,20000
Mahadevapura,2,986,Fully Furnished,7,15,6,Family,1,0,1,1,1,0,0,3.1,1.8,28000
Mahadevapura,3,1212,Unfurnished,0,7,1,Bachelor,0,0,0,1,1,0,0,3.5,1.8,23500
Electronic City,2,1167,Semi-Furnished,9,10,15,Family,0,1,0,0,1,0,0,5.2,1.3,18500
Mahadevapura,2,912,Unfurnished,8,10,3,Family,1,1,1,1,0,0,0,3.2,1.1,19000
Whitefield,3,1559,Unfurnished,2,15,10,Any,0,1,1,1,1,1,0,4.5,0.2,35000
Indiranagar,2,923,Semi-Furnished,7,7,6,Family,0,0,0,0,1,1,0,0.5,3.5,55500
Koramangala,1,603,Fully Furnished,6,7,15,Any,1,0,1,0,0,1,0,1.8,1.7,40000
Bannerghatta Rd,2,837,Unfurnished,7,7,6,Any,0,0,0,0,1,1,1,3.5,4.9,15500
Whitefield,3,1634,Fully Furnished,1,5,3,Family,1,0,1,1,0,1,0,4.5,0.9,50000
Mahadevapura,2,964,Fully Furnished,5,5,1,Any,1,0,1,0,1,1,0,2.8,1.2,27000
Yelahanka,1,647,Fully Furnished,1,7,1,Family,0,0,0,0,1,0,0,4.4,7.8,16500
Indiranagar,2,1086,Unfurnished,7,15,6,Family,1,1,1,1,1,1,0,0.6,3.4,54000
Indiranagar,2,907,Fully Furnished,3,7,10,Bachelor,1,1,0,1,1,1,0,1.0,3.0,78500
Sarjapur Road,1,486,Semi-Furnished,1,7,6,Any,0,0,1,0,1,0,1,3.7,1.1,19000
Banashankari,2,1024,Semi-Furnished,6,10,15,Family,0,0,1,1,0,0,0,3.5,5.3,18500
Jayanagar,3,1352,Unfurnished,1,5,1,Bachelor,1,0,1,0,0,0,0,1.8,5.8,44500
Yelahanka,2,991,Unfurnished,1,7,10,Bachelor,0,0,0,0,1,1,0,4.3,7.2,17500
Koramangala,2,1118,Fully Furnished,6,10,1,Any,1,0,0,0,1,0,1,1.3,1.7,57500
Whitefield,2,988,Semi-Furnished,7,10,20,Family,1,0,1,0,0,0,0,4.7,0.4,31000
HSR Layout,1,488,Unfurnished,7,7,10,Any,1,0,1,0,0,1,1,3.0,2.4,19000
Mahadevapura,3,1295,Unfurnished,5,7,20,Any,0,0,0,0,0,0,0,3.3,2.4,24000
BTM Layout,2,828,Semi-Furnished,5,10,6,Any,1,0,1,1,0,0,0,2.4,2.0,27000
Banashankari,2,943,Unfurnished,6,10,15,Any,0,1,0,0,1,1,0,3.4,5.7,19500
Koramangala,2,1098,Fully Furnished,3,10,10,Any,1,0,0,1,1,1,0,0.8,2.5,53500
Indiranagar,2,778,Unfurnished,2,7,1,Family,0,0,1,1,1,1,1,0.7,3.9,48000
JP Nagar,2,874,Unfurnished,6,7,1,Bachelor,1,0,0,1,1,0,1,2.9,4.8,26500
Yelahanka,1,453,Semi-Furnished,3,7,20,Family,0,0,0,0,0,1,0,4.0,8.7,13000
